2,0
2,0
4,0
8,0
16,0
32,0
64,0
128,0
256,0
512,0
1024,1
2048,3
4096,9
8192,31
16384,125
32768,491
65536,1946
131072,8144
262144,31428
524288,127397
1048576,526690
