2,0
2,0
4,0
8,0
16,0
32,0
64,0
128,0
256,0
512,0
1024,0
2048,2
4096,7
8192,42
16384,102
32768,416
65536,1632
131072,6919
262144,25893
524288,110169
1048576,467742
