2,0
2,0
4,0
8,0
16,0
32,0
64,0
128,0
256,0
512,0
1024,1
2048,2
4096,7
8192,29
16384,96
32768,367
65536,1522
131072,5875
262144,24684
524288,105970
1048576,376659
