2,0
2,0
4,0
8,0
16,0
32,0
64,0
128,0
256,0
512,0
1024,1
2048,2
4096,7
8192,28
16384,101
32768,409
65536,1612
131072,6710
262144,25415
524288,100691
1048576,467295
