2,0
2,0
4,0
8,0
16,0
32,0
64,0
128,0
256,0
512,1
1024,1
2048,2
4096,8
8192,34
16384,100
32768,399
65536,1585
131072,6698
262144,25645
524288,102081
1048576,462597
