2,0
2,0
4,0
8,0
16,0
32,0
64,0
128,0
256,1
512,0
1024,1
2048,2
4096,7
8192,30
16384,101
32768,390
65536,1454
131072,5777
262144,23738
524288,108228
1048576,404390
