2,0
2,0
4,0
8,0
16,0
32,0
64,0
128,0
256,0
512,0
1024,1
2048,2
4096,8
8192,51
16384,102
32768,400
65536,1614
131072,6753
262144,25389
524288,109578
1048576,464976
