2,0
2,0
4,0
8,0
16,0
32,0
64,0
128,0
256,0
512,0
1024,1
2048,2
4096,10
8192,35
16384,143
32768,599
65536,2202
131072,8901
262144,37200
524288,191148
1048576,629856
